Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Genome assembly ID
UP000829455	Neisseria macacae ATCC 33926	997348	2457	C:99.9%[S:99.9%,D:0.0%],F:0.0%,M:0.1%,n:804	Unknown	GCA_022749495.1
UP000829504	Morococcus cerebrosus	1056807	2189	C:99.5%[S:99.4%,D:0.1%],F:0.0%,M:0.5%,n:804	Unknown	GCA_022749515.1
UP000829560	Psychrobacter raelei	2565531	2509	C:48.4%[S:47.8%,D:0.5%],F:4.6%,M:47.0%,n:366	Standard	GCA_022631235.3
UP000829580	Bartonella krasnovii	2267275	1567	C:98.1%[S:98.0%,D:0.2%],F:0.0%,M:1.9%,n:639	Unknown	GCA_022569435.1
UP000829758	Arthrobacter zhangbolii	2886936	3132	C:99.3%[S:98.9%,D:0.4%],F:0.2%,M:0.6%,n:537	Outlier (high value)	GCA_022869865.1
UP000829925	Hymenobacter aerilatus	2932251	4348	C:99.1%[S:98.8%,D:0.3%],F:0.1%,M:0.8%,n:768	Unknown	GCA_022921095.1
UP000830781	Sulfitobacter pontiacus	60137	3687	C:99.6%[S:99.6%,D:0.0%],F:0.1%,M:0.2%,n:833	Unknown	GCA_022788675.1
UP000831151	Fenollaria massiliensis	938288	1438	C:93.9%[S:93.6%,D:0.4%],F:1.9%,M:4.2%,n:264	Unknown	GCA_023347705.1
UP000831181	Nicoliella spurrieriana	2925830	1628	C:98.5%[S:98.5%,D:0.0%],F:0.0%,M:1.5%,n:402	Unknown	GCA_023380205.1
UP000831290	Abyssalbus ytuae	2926907	3605	C:99.9%[S:99.6%,D:0.3%],F:0.0%,M:0.1%,n:733	Unknown	GCA_022807975.1
UP000831484	Rhodococcus qingshengii JCM 15477	1303681	6681	C:99.6%[S:98.1%,D:1.5%],F:0.1%,M:0.3%,n:743	Close to standard (high value)	GCA_023221595.1
UP000831485	Geomonas paludis	2740185	4326	C:97.6%[S:96.0%,D:1.6%],F:1.6%,M:0.8%,n:124	Unknown	GCA_023221575.1
UP000831534	Conchiformibius kuhniae	211502	2378	C:54.6%[S:54.6%,D:0.0%],F:0.7%,M:44.7%,n:804	Unknown	GCA_022871025.2
UP000831796	Hymenobacter cellulosilyticus	2932248	5354	C:75.1%[S:75.0%,D:0.1%],F:4.0%,M:20.8%,n:768	Unknown	GCA_022919215.1
UP000837205	Citrobacter werkmanii	67827	5830	C:98.2%[S:97.7%,D:0.5%],F:0.0%,M:1.8%,n:440	Unknown	GCA_903812525.1
UP000886607	Tetragenococcus koreensis	290335	2507	C:100.0%[S:99.5%,D:0.5%],F:0.0%,M:0.0%,n:402	Outlier (high value)	GCA_016760145.1
UP000889800	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	1140	2657	C:99.7%[S:99.7%,D:0.0%],F:0.0%,M:0.3%,n:788	Unknown	GCA_000012525.1
UP000893823	Agromyces flavus	589382	3466	C:99.8%[S:99.3%,D:0.6%],F:0.2%,M:0.0%,n:537	Close to standard (high value)	GCA_004366335.2
UP000955338	Mergibacter septicus	221402	1654	C:92.5%[S:92.3%,D:0.3%],F:0.1%,M:7.4%,n:1100	Unknown	GCA_006770465.1
UP001055247	Methylobacterium hispanicum	270350	6307	C:99.8%[S:98.9%,D:0.9%],F:0.0%,M:0.2%,n:639	Unknown	GCA_022179285.1
UP001055286	Methylobacterium frigidaeris	2038277	7216	C:99.8%[S:99.4%,D:0.5%],F:0.2%,M:0.0%,n:639	Unknown	GCA_022179185.1
UP001055437	Clostridium septicum	1504	2991	C:100.0%[S:99.2%,D:0.8%],F:0.0%,M:0.0%,n:264	Unknown	GCA_023988885.1
UP001055911	Fructilactobacillus cliffordii	2940299	1376	C:97.8%[S:97.8%,D:0.0%],F:0.0%,M:2.2%,n:402	Unknown	GCA_024029595.1
UP001056268	Rickettsia conorii subsp. raoultii	369822	1351	C:99.5%[S:99.5%,D:0.0%],F:0.0%,M:0.5%,n:364	Unknown	GCA_023674445.1
UP001056381	SAR86 cluster bacterium	2030880	1057	C:68.3%[S:68.3%,D:0.0%],F:5.2%,M:26.5%,n:366	Unknown	GCA_023703515.1
UP001056386	Burkholderia glumae (Pseudomonas glumae)	337	5916	C:99.9%[S:99.4%,D:0.4%],F:0.0%,M:0.1%,n:688	Unknown	GCA_024022955.1
UP001056426	Xiashengella succiniciproducens	2949635	2420	C:97.6%[S:97.0%,D:0.6%],F:0.0%,M:2.4%,n:538	Unknown	GCA_023674465.1
UP001056483	Candidatus Blochmanniella camponoti	108080	610	C:87.7%[S:87.7%,D:0.0%],F:0.9%,M:11.4%,n:440	Unknown	GCA_023585725.1
UP001056539	Thermospira aquatica	2828656	2323	C:90.4%[S:89.5%,D:0.8%],F:1.3%,M:8.4%,n:239	Unknown	GCA_023525255.1
UP001056588	Staphylococcus edaphicus	1955013	2512	C:97.8%[S:97.8%,D:0.0%],F:0.0%,M:2.2%,n:450	Standard	GCA_023515905.1
UP001056649	Candidatus Endoriftia persephonae	393765	3156	C:98.6%[S:98.6%,D:0.0%],F:0.0%,M:1.4%,n:366	Unknown	GCA_023733635.1
UP001056716	Acinetobacter tibetensis	2943497	3099	C:98.4%[S:97.0%,D:1.4%],F:0.0%,M:1.6%,n:366	Unknown	GCA_023824315.1
UP001056890	Aeromonas encheleia	73010	3874	C:100.0%[S:99.7%,D:0.3%],F:0.0%,M:0.0%,n:366	Unknown	GCA_024112375.1
UP001057142	Providencia vermicola	333965	3735	C:100.0%[S:99.3%,D:0.7%],F:0.0%,M:0.0%,n:440	Unknown	GCA_023704235.1
UP001058003	Dactylosporangium aurantiacum	35754	10000	C:97.6%[S:95.5%,D:2.1%],F:0.3%,M:2.1%,n:292	Unknown	GCA_025264705.1
UP001058569	Mycoplasmopsis caviae	55603	986	C:96.0%[S:96.0%,D:0.0%],F:0.0%,M:4.0%,n:150	Unknown	GCA_024498215.1
UP001058626	Mycobacterium pseudoshottsii	265949	5587	C:99.1%[S:98.4%,D:0.7%],F:0.7%,M:0.3%,n:743	Unknown	GCA_024347175.1
UP001059380	Occallatibacter riparius	1002689	5455	C:99.2%[S:98.5%,D:0.7%],F:0.2%,M:0.7%,n:601	Unknown	GCA_025264625.1
UP001059824	Candidatus Mycosynbacter amalyticus	2665156	1120	C:66.1%[S:66.1%,D:0.0%],F:6.5%,M:27.4%,n:124	Unknown	GCA_025273655.1
UP001059985	Neoehrlichia mikurensis	89586	908	C:99.7%[S:99.2%,D:0.5%],F:0.0%,M:0.3%,n:364	Unknown	GCA_024299005.1
UP001060070	Mesorhizobium ciceri	39645	6430	C:99.8%[S:99.4%,D:0.5%],F:0.0%,M:0.2%,n:639	Unknown	GCA_024371385.1
UP001060336	Nisaea acidiphila	1862145	4367	C:98.7%[S:98.1%,D:0.6%],F:0.5%,M:0.8%,n:617	Unknown	GCA_024662015.1
UP001061282	Silvania confinis	2926470	4515	C:100.0%[S:99.8%,D:0.2%],F:0.0%,M:0.0%,n:440	Unknown	GCA_025564085.1
UP001063350	Desulfolithobacter dissulfuricans	2795293	3174	C:89.5%[S:89.5%,D:0.0%],F:4.8%,M:5.6%,n:124	Unknown	GCA_025998535.1
UP001063816	Silvania hatchlandensis	2926469	4382	C:100.0%[S:99.8%,D:0.2%],F:0.0%,M:0.0%,n:440	Unknown	GCA_025564065.1
UP001084197	Natronobacillus azotifigens	472978	3084	C:95.3%[S:94.9%,D:0.4%],F:0.0%,M:4.7%,n:450	Unknown	GCA_026805325.1
UP001139157	Nocardia pulmonis	2951408	7248	C:99.2%[S:98.4%,D:0.8%],F:0.3%,M:0.5%,n:743	Close to standard (high value)	GCA_023740755.1
UP001139158	Arthrobacter caoxuetaonis	2886935	3650	C:99.1%[S:98.5%,D:0.6%],F:0.2%,M:0.7%,n:537	Outlier (high value)	GCA_020731485.1
UP001139238	Moraxella tetraodonis	2767221	2289	C:97.8%[S:97.3%,D:0.5%],F:0.3%,M:1.9%,n:366	Unknown	GCA_022359095.1
UP001139353	Scleromatobacter humisilvae	2897159	5687	C:98.4%[S:98.4%,D:0.0%],F:0.0%,M:1.6%,n:688	Unknown	GCA_023231945.1
UP001139384	Streptomyces muensis	1077944	8668	C:98.8%[S:98.5%,D:0.3%],F:0.8%,M:0.4%,n:1579	Unknown	GCA_021474425.1
UP001139521	Zunongwangia pacifica	2911062	4330	C:99.9%[S:99.6%,D:0.3%],F:0.0%,M:0.1%,n:733	Unknown	GCA_023499215.1
UP001139648	Nonomuraea thailandensis	1188745	12816	C:98.7%[S:96.6%,D:2.2%],F:0.9%,M:0.3%,n:1162	Unknown	GCA_024172165.1
UP001139971	Tahibacter soli	2983605	5335	C:96.8%[S:96.4%,D:0.3%],F:0.3%,M:3.0%,n:1152	Unknown	GCA_025717065.2
UP001140817	Terrisporobacter muris	2963284	3998	C:96.6%[S:95.8%,D:0.8%],F:0.0%,M:3.4%,n:264	Close to standard (high value)	GCA_024621905.1
UP001141183	Clostridium tertium	1559	4342	C:100.0%[S:85.2%,D:14.8%],F:0.0%,M:0.0%,n:264	Unknown	GCA_028437645.1
UP001141259	Umezawaea endophytica	1654476	9686	C:99.7%[S:98.6%,D:1.0%],F:0.0%,M:0.3%,n:292	Unknown	GCA_025061645.1
UP001141619	Govania unica	2975056	2801	C:99.3%[S:99.1%,D:0.2%],F:0.5%,M:0.2%,n:432	Unknown	GCA_027920805.1
UP001142444	Actinobacillus equuli subsp. equuli	202947	2317	C:99.7%[S:99.5%,D:0.2%],F:0.0%,M:0.3%,n:1100	Unknown	GCA_029071945.1
UP001142462	Microbacterium barkeri	33917	3241	C:99.8%[S:98.7%,D:1.1%],F:0.0%,M:0.2%,n:537	Standard	GCA_027921765.1
UP001143192	Bacteroides muris (ex Fokt et al. 2023)	2937417	3494	C:100.0%[S:99.6%,D:0.4%],F:0.0%,M:0.0%,n:541	Unknown	GCA_024704915.1
UP001143480	Dactylosporangium matsuzakiense	53360	10600	C:97.6%[S:96.6%,D:1.0%],F:1.4%,M:1.0%,n:292	Unknown	GCA_027922405.1
UP001144313	Glycomyces algeriensis	256037	5056	C:98.3%[S:97.9%,D:0.3%],F:0.0%,M:1.7%,n:292	Unknown	GCA_027925365.1
UP001144471	Propionigenium maris DSM 9537	1123000	3891	C:96.9%[S:94.5%,D:2.4%],F:0.2%,M:2.9%,n:510	Unknown	GCA_027925155.1
UP001146505	Corynebacterium macclintockiae	2913501	1931	C:97.7%[S:97.7%,D:0.0%],F:0.1%,M:2.2%,n:743	Unknown	GCA_027570165.1
UP001146670	Aerococcus kribbianus	2999064	1446	C:95.8%[S:95.8%,D:0.0%],F:0.5%,M:3.7%,n:402	Outlier (low value)	GCA_026805545.1
UP001149303	Tenacibaculum larymnensis	2878201	3320	C:99.7%[S:99.6%,D:0.1%],F:0.0%,M:0.3%,n:733	Unknown	GCA_028829235.1
UP001149607	Neisseria leonii	2995413	2089	C:98.5%[S:98.5%,D:0.0%],F:0.1%,M:1.4%,n:804	Unknown	GCA_028776585.2
UP001150641	Dryocola boscaweniae	2925397	4049	C:99.8%[S:99.5%,D:0.2%],F:0.0%,M:0.2%,n:440	Unknown	GCA_025215095.1
UP001152766	Pelomonas aquatica	431058	4595	C:98.7%[S:98.4%,D:0.3%],F:0.3%,M:1.0%,n:688	Unknown	GCA_029532055.1
UP001153719	Planktothrix pseudagardhii	132604	5520	C:98.7%[S:98.2%,D:0.5%],F:0.3%,M:1.0%,n:1493	Unknown	GCA_904830925.1
UP001154095	Erysipelothrix amsterdamensis	2929157	1704	C:87.6%[S:87.2%,D:0.5%],F:0.9%,M:11.5%,n:218	Unknown	GCA_940143175.1
UP001155280	Christiangramia oceanisediminis	2920386	3346	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:733	Unknown	GCA_022570735.2
UP001155500	Volucribacter amazonae	256731	2334	C:98.6%[S:97.7%,D:0.9%],F:0.0%,M:1.4%,n:1100	Unknown	GCA_029783845.1
UP001156215	Oxalobacter vibrioformis	933080	2420	C:88.5%[S:87.6%,D:0.9%],F:0.1%,M:11.3%,n:688	Unknown	GCA_027118995.1
UP001156660	Aliivibrio sifiae	566293	4202	C:99.2%[S:99.0%,D:0.2%],F:0.1%,M:0.6%,n:1445	Unknown	GCA_030160675.1
UP001156856	Methylobacterium oxalidis	944322	6368	C:99.8%[S:99.4%,D:0.5%],F:0.0%,M:0.2%,n:639	Unknown	GCA_030160995.1
UP001162834	Capillimicrobium parvum	2884022	5689	C:70.8%[S:69.9%,D:0.8%],F:5.1%,M:24.2%,n:356	Unknown	GCA_021172045.1
UP001162889	Duganella violaceipulchra	2849652	6557	C:99.1%[S:98.3%,D:0.9%],F:0.1%,M:0.7%,n:688	Unknown	GCA_024171465.1
UP001163152	Thermocoleostomius sinensis A174	2016057	4880	C:99.4%[S:98.6%,D:0.8%],F:0.1%,M:0.5%,n:773	Unknown	GCA_026802175.1
UP001163293	Paenarthrobacter ureafaciens	37931	4599	C:99.4%[S:98.7%,D:0.7%],F:0.2%,M:0.4%,n:537	Unknown	GCA_025919765.1
UP001163632	Moraxella bovis	476	2924	C:94.5%[S:94.3%,D:0.3%],F:0.3%,M:5.2%,n:366	Unknown	GCA_025985165.1
UP001163687	Caldinitratiruptor microaerophilus	671077	3502	C:91.3%[S:90.5%,D:0.8%],F:2.7%,M:6.1%,n:264	Unknown	GCA_025999835.1
UP001164049	Ralstonia solanacearum (Pseudomonas solanacearum)	305	4993	C:98.7%[S:98.5%,D:0.1%],F:0.1%,M:1.2%,n:688	Unknown	GCA_026016625.1
UP001164390	Solicola gregarius	2908642	4612	C:94.8%[S:94.8%,D:0.0%],F:0.3%,M:4.9%,n:649	Unknown	GCA_025790165.1
UP001164472	Alkalimarinus sediminis	1632866	3626	C:97.7%[S:97.1%,D:0.6%],F:0.5%,M:1.8%,n:820	Unknown	GCA_026427595.1
UP001164536	Citrobacter freundii	546	5611	C:100.0%[S:99.8%,D:0.2%],F:0.0%,M:0.0%,n:440	Unknown	GCA_027271215.1
UP001164557	Lactobacillus helsingborgensis	1218494	1794	C:99.0%[S:98.5%,D:0.5%],F:0.5%,M:0.5%,n:402	Unknown	GCA_026428255.1
UP001164653	Dyadobacter pollutisoli	2910158	6305	C:99.5%[S:99.2%,D:0.3%],F:0.1%,M:0.4%,n:768	Unknown	GCA_026625565.1
UP001164706	Microcella daejeonensis	2994971	2543	C:99.4%[S:99.3%,D:0.2%],F:0.2%,M:0.4%,n:537	Unknown	GCA_026625045.1
UP001164718	Fervidibacillus albus	2980026	2834	C:93.3%[S:93.1%,D:0.2%],F:0.4%,M:6.2%,n:450	Unknown	GCA_026547225.1
UP001164726	Fervidibacillus halotolerans	2980027	2611	C:92.7%[S:92.4%,D:0.2%],F:0.0%,M:7.3%,n:450	Unknown	GCA_026547205.1
UP001164790	Lacticaseibacillus chiayiensis	2100821	2638	C:99.8%[S:99.5%,D:0.2%],F:0.2%,M:0.0%,n:402	Standard	GCA_025808175.1
UP001164935	Halomonas qinghailakensis	2937790	3338	C:100.0%[S:99.8%,D:0.2%],F:0.0%,M:0.0%,n:619	Unknown	GCA_025820815.1
UP001165124	Actinomadura rubrobrunea	115335	5944	C:98.1%[S:97.2%,D:0.9%],F:0.2%,M:1.7%,n:1162	Unknown	GCA_030268865.1
UP001165306	Thermalbibacter longus	2951981	3226	C:94.4%[S:94.4%,D:0.0%],F:1.6%,M:4.0%,n:124	Unknown	GCA_023806485.1
UP001165341	Cryobacterium zhongshanensis	2928153	3993	C:99.6%[S:98.7%,D:0.9%],F:0.0%,M:0.4%,n:537	Unknown	GCA_022760445.1
UP001165568	Brenneria izbisi	2939450	3417	C:100.0%[S:99.8%,D:0.2%],F:0.0%,M:0.0%,n:440	Unknown	GCA_025840185.1
UP001171751	Atopococcus tabaci	269774	1291	C:94.3%[S:94.3%,D:0.0%],F:0.7%,M:5.0%,n:402	Unknown	GCA_030535975.1
UP001172788	Pandoraea cepalis	2508294	4852	C:99.7%[S:99.4%,D:0.3%],F:0.1%,M:0.1%,n:688	Unknown	GCA_030418565.1
UP001174314	Corynebacterium pseudokroppenstedtii	2804917	2083	C:94.2%[S:94.2%,D:0.0%],F:0.5%,M:5.2%,n:743	Unknown	GCA_030486685.2
UP001176960	Brytella acorum	2959299	3181	C:96.3%[S:95.4%,D:0.9%],F:0.0%,M:3.7%,n:432	Standard	GCA_949775715.1
UP001177592	Arsenophonus nasoniae (son-killer infecting Nasonia vitripennis)	638	4377	C:97.3%[S:97.0%,D:0.2%],F:0.0%,M:2.7%,n:440	Unknown	GCA_029873515.1
UP001177769	Paucibacter sediminis	3019553	4825	C:99.0%[S:98.5%,D:0.4%],F:0.0%,M:1.0%,n:688	Unknown	GCA_030254645.1
UP001178288	Neobacillus novalis	220687	5343	C:100.0%[S:99.8%,D:0.2%],F:0.0%,M:0.0%,n:450	Unknown	GCA_030123445.1
UP001178354	Porticoccus litoralis	434086	2160	C:97.3%[S:97.2%,D:0.1%],F:0.1%,M:2.6%,n:913	Unknown	GCA_030676955.1
UP001178662	Candidatus Cohnella colombiensis	3121368	3603	C:98.2%[S:98.0%,D:0.2%],F:0.0%,M:1.8%,n:450	Close to standard (low value)	GCA_029203125.1
UP001179121	Nitrospira tepida	2973512	4561	C:96.0%[S:96.0%,D:0.0%],F:3.2%,M:0.8%,n:124	Unknown	GCA_947241125.1
UP001179647	Vagococcus intermedius	2991418	2088	C:98.5%[S:97.8%,D:0.7%],F:0.2%,M:1.2%,n:402	Unknown	GCA_029144185.1
UP001185631	Corynebacterium curieae	2913500	2226	C:98.9%[S:98.4%,D:0.5%],F:0.1%,M:0.9%,n:743	Close to standard (high value)	GCA_032821675.1
UP001189619	Brevibacillus aydinogluensis	927786	3889	C:98.4%[S:98.4%,D:0.0%],F:0.9%,M:0.7%,n:450	Unknown	GCA_961514395.1
UP001193389	Aquipluma nitroreducens	2010828	4934	C:97.6%[S:96.7%,D:0.9%],F:1.1%,M:1.3%,n:538	Unknown	GCA_009689585.1
UP001196379	Ursidibacter maritimus	1331689	1821	C:95.5%[S:95.5%,D:0.0%],F:0.0%,M:4.5%,n:1100	Unknown	GCA_019188485.1
UP001198983	Terrisporobacter hibernicus	2813371	3843	C:100.0%[S:98.8%,D:1.2%],F:0.0%,M:0.0%,n:247	Unknown	GCA_020809405.1
UP001199260	Comamonas koreensis	160825	4557	C:99.1%[S:99.1%,D:0.0%],F:0.0%,M:0.9%,n:688	Unknown	GCA_021026195.1
UP001206350	Rodentibacter pneumotropicus	758	2274	C:99.4%[S:99.3%,D:0.1%],F:0.0%,M:0.6%,n:1100	Unknown	GCA_024536015.1
UP001208041	Halocynthiibacter halioticoli	2986804	3166	C:99.5%[S:99.5%,D:0.0%],F:0.0%,M:0.5%,n:833	Unknown	GCA_025802015.1
UP001209276	Paenibacillus thiaminolyticus (Bacillus thiaminolyticus)	49283	5641	C:99.6%[S:97.8%,D:1.8%],F:0.0%,M:0.4%,n:450	Standard	GCA_026797155.1
UP001209889	Streptococcus macedonicus (Streptococcus gallolyticus macedonicus)	59310	2082	C:100.0%[S:99.8%,D:0.2%],F:0.0%,M:0.0%,n:402	Close to standard (high value)	GCA_026194285.1
UP001210130	Klebsiella electrica	1259973	5105	C:100.0%[S:99.3%,D:0.7%],F:0.0%,M:0.0%,n:440	Close to standard (low value)	GCA_027921545.1
UP001210538	Enterobacter ludwigii	299767	5356	C:100.0%[S:99.5%,D:0.5%],F:0.0%,M:0.0%,n:440	Unknown	GCA_028198205.1
UP001210609	Streptomyces nigrescens	1920	7616	C:99.7%[S:98.9%,D:0.8%],F:0.0%,M:0.3%,n:1579	Unknown	GCA_027497475.1
UP001211544	Pantoea piersonii	2364647	4318	C:100.0%[S:99.5%,D:0.5%],F:0.0%,M:0.0%,n:440	Unknown	GCA_027570015.1
UP001212085	Streptococcus alactolyticus	29389	1633	C:99.0%[S:99.0%,D:0.0%],F:0.0%,M:1.0%,n:402	Unknown	GCA_027474505.1
UP001212189	Denitrificimonas caeni	521720	2533	C:95.0%[S:95.0%,D:0.0%],F:0.0%,M:5.0%,n:782	Unknown	GCA_027498055.1
UP001214039	Mycoplasma feriruminatoris	1179777	838	C:98.9%[S:98.9%,D:0.0%],F:0.6%,M:0.6%,n:174	Unknown	GCA_029677745.1
UP001214043	Hyphococcus flavus	1866326	3265	C:97.5%[S:97.0%,D:0.5%],F:0.0%,M:2.5%,n:432	Unknown	GCA_028748065.1
UP001214201	Xanthomonas cucurbitae	56453	3803	C:99.7%[S:99.7%,D:0.0%],F:0.0%,M:0.3%,n:1152	Unknown	GCA_028752035.1
UP001214629	Spiroplasma citri	2133	1775	C:96.4%[S:96.4%,D:0.0%],F:0.6%,M:3.0%,n:332	Unknown	GCA_029607405.2
UP001215549	Paracoccus saliphilus	405559	4280	C:98.6%[S:97.4%,D:1.2%],F:0.0%,M:1.4%,n:833	Unknown	GCA_028553805.1
UP001216390	Iamia majanohamensis	467976	4261	C:80.9%[S:79.2%,D:1.7%],F:3.9%,M:15.2%,n:356	Unknown	GCA_028532485.1
UP001217500	Gimibacter soli	3024400	3238	C:98.4%[S:98.1%,D:0.2%],F:0.2%,M:1.4%,n:432	Unknown	GCA_028463845.1
UP001218638	Synoicihabitans lomoniglobus	2909285	4516	C:98.1%[S:97.7%,D:0.4%],F:0.2%,M:1.7%,n:471	Unknown	GCA_029023725.1
UP001219901	Candidatus Lucifugimonas marina	3038979	2769	C:86.7%[S:86.7%,D:0.0%],F:0.4%,M:12.9%,n:271	Unknown	GCA_029593915.1
UP001220509	Paenibacillus kyungheensis	1452732	4459	C:99.6%[S:99.1%,D:0.4%],F:0.2%,M:0.2%,n:450	Unknown	GCA_028606985.1
UP001223520	Halotia branconii CENA392	1539056	5966	C:99.2%[S:98.5%,D:0.7%],F:0.1%,M:0.7%,n:1899	Unknown	GCA_029953635.1
UP001223802	Oceanimonas pelagia	3028314	3297	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:366	Unknown	GCA_030849025.1
UP001224325	Mariniflexile litorale	3045158	3735	C:99.9%[S:99.7%,D:0.1%],F:0.0%,M:0.1%,n:733	Unknown	GCA_031128465.2
UP001224674	Auritidibacter ignavus	678932	2519	C:96.8%[S:96.5%,D:0.4%],F:0.4%,M:2.8%,n:537	Unknown	GCA_029853815.1
UP001225378	Methylomarinum roseum	3067653	4102	C:98.6%[S:97.0%,D:1.6%],F:0.5%,M:0.8%,n:366	Unknown	GCA_030717995.2
UP001226020	Pasteurella atlantica	2827233	2083	C:89.0%[S:88.8%,D:0.2%],F:0.2%,M:10.8%,n:1100	Unknown	GCA_030764485.1
UP001226750	Gallibacterium anatis	750	2525	C:98.5%[S:98.2%,D:0.4%],F:0.0%,M:1.5%,n:1100	Unknown	GCA_030252265.1
UP001227386	Pseudomonas viciae	2505979	5544	C:99.7%[S:99.7%,D:0.0%],F:0.0%,M:0.3%,n:782	Unknown	GCA_029906485.1
UP001228113	Mesoterricola sediminis	2927980	3797	C:83.2%[S:81.2%,D:2.0%],F:1.8%,M:15.0%,n:601	Unknown	GCA_030295425.1
UP001228139	Erwinia pyri	3062598	4343	C:100.0%[S:99.8%,D:0.2%],F:0.0%,M:0.0%,n:440	Close to standard (high value)	GCA_030758455.1
UP001228643	Flavobacterium yafengii	3041253	3303	C:100.0%[S:99.9%,D:0.1%],F:0.0%,M:0.0%,n:733	Outlier (high value)	GCA_030010375.1
UP001229244	Amorphus orientalis	649198	4297	C:98.0%[S:98.0%,D:0.0%],F:0.2%,M:1.9%,n:639	Unknown	GCA_030814015.1
UP001229832	Lacticaseibacillus zeae subsp. silagei	3068307	2749	C:99.8%[S:99.3%,D:0.5%],F:0.2%,M:0.0%,n:402	Unknown	GCA_030770315.1
UP001229955	Pseudogemmatithrix spongiicola	3062599	2862	C:94.4%[S:92.7%,D:1.6%],F:2.4%,M:3.2%,n:124	Unknown	GCA_030623445.1
UP001230496	Marivirga salinarum	3059078	3737	C:98.4%[S:98.3%,D:0.1%],F:0.4%,M:1.2%,n:768	Unknown	GCA_030503855.2
UP001230951	Arthrobacter bambusae	1338426	4844	C:99.8%[S:98.0%,D:1.9%],F:0.2%,M:0.0%,n:537	Outlier (high value)	GCA_030812725.1
UP001231445	Altererythrobacter rubellus	2173831	2211	C:96.9%[S:96.9%,D:0.0%],F:0.0%,M:3.1%,n:1018	Unknown	GCA_030284385.1
UP001231587	Formosa algae	225843	3652	C:99.7%[S:99.6%,D:0.1%],F:0.1%,M:0.1%,n:733	Unknown	GCA_030814285.1
UP001234585	Shinella sumterensis	1967501	5577	C:99.8%[S:99.4%,D:0.5%],F:0.2%,M:0.0%,n:639	Standard	GCA_030733865.1
UP001235341	Serratia fonticola	47917	5208	C:99.8%[S:99.5%,D:0.2%],F:0.0%,M:0.2%,n:440	Unknown	GCA_031199525.1
UP001235874	Micromonospora profundi	1420889	6045	C:98.3%[S:97.3%,D:1.0%],F:0.3%,M:1.4%,n:292	Unknown	GCA_030736795.1
UP001236014	Amycolatopsis carbonis	715471	9422	C:98.6%[S:96.9%,D:1.7%],F:0.3%,M:1.0%,n:292	Unknown	GCA_030285625.1
UP001238179	Mesoterricola silvestris	2927979	4204	C:83.2%[S:80.7%,D:2.5%],F:1.5%,M:15.3%,n:601	Unknown	GCA_030295405.1
UP001238215	Enterococcus lactis	357441	3157	C:99.8%[S:98.5%,D:1.2%],F:0.0%,M:0.2%,n:402	Close to standard (high value)	GCA_030769805.1
UP001238334	Parasedimentitalea psychrophila	2997337	4448	C:99.0%[S:98.9%,D:0.1%],F:0.0%,M:1.0%,n:833	Unknown	GCA_030285785.1
UP001238601	Qipengyuania citrea	225971	2887	C:99.5%[S:99.3%,D:0.2%],F:0.2%,M:0.3%,n:1018	Unknown	GCA_030815185.1
UP001239397	Amycolatopsis mongoliensis	715475	10019	C:99.7%[S:98.3%,D:1.4%],F:0.0%,M:0.3%,n:292	Unknown	GCA_030285665.1
UP001239782	Pleionea litopenaei	3070815	3749	C:94.7%[S:94.5%,D:0.2%],F:0.3%,M:5.0%,n:619	Unknown	GCA_031198435.1
UP001242342	Tenacibaculum discolor	361581	3083	C:99.6%[S:99.5%,D:0.1%],F:0.0%,M:0.4%,n:733	Close to standard (high value)	GCA_030704865.1
UP001243623	Selenobaculum gibii	3054208	2442	C:96.6%[S:95.9%,D:0.8%],F:0.0%,M:3.4%,n:796	Unknown	GCA_030273445.1
UP001244443	Marivirga arenosa	3059076	3356	C:98.4%[S:98.2%,D:0.3%],F:0.0%,M:1.6%,n:768	Unknown	GCA_030503895.2
UP001244586	Acinetobacter johnsonii	40214	3642	C:98.4%[S:97.5%,D:0.8%],F:0.3%,M:1.4%,n:366	Unknown	GCA_030867405.1
UP001249020	Brumicola blandensis	3075611	3460	C:99.1%[S:99.1%,D:0.0%],F:0.2%,M:0.6%,n:820	Unknown	GCA_031846165.1
UP001250538	Paenibacillus suaedae	3077233	5691	C:99.8%[S:97.8%,D:2.0%],F:0.0%,M:0.2%,n:450	Unknown	GCA_032337355.1
UP001268683	Temperatibacter marinus	1456591	2827	C:97.7%[S:97.7%,D:0.0%],F:0.2%,M:2.1%,n:432	Unknown	GCA_031598375.1
UP001277561	Agrobacterium rosae	1972867	5546	C:97.8%[S:97.4%,D:0.4%],F:0.0%,M:2.2%,n:1937	Unknown	GCA_033957625.1
UP001278050	Ectopseudomonas alcaliphila	101564	4968	C:99.9%[S:99.6%,D:0.3%],F:0.0%,M:0.1%,n:782	Unknown	GCA_033842905.1
UP001279553	Acidiphilium acidophilum (Thiobacillus acidophilus)	76588	3736	C:98.8%[S:98.1%,D:0.7%],F:0.2%,M:0.9%,n:432	Unknown	GCA_033842475.1
