GCF_ID,Ku_IDs,LigD_IDs,Plasmid_IDs,Chromosome_IDs,Plasmid_number,Chromosome_number,Ku_plasmid_IDs,Ku_chromosome_IDs,Ku_absent_status,LigD_plasmid_IDs,LigD_chromosome_IDs,LigD_absent_status,NHEJ_status_verbose,NHEJ_status_ordinal,NCBI_Taxon_ID,Tax_ID2,Bacteria_name,Phylum_name,Phylum_subphylum_name,Genome_size,rRNA_copy_number,GC_content,Conv_non-conv_ligd_status
GCF_000227485.1_ASM22748v1,WP_014476607.1:9-176,"WP_041519246.1,lig:9-225|pol:326-562",NA-plasmid,NC_017195.1,0,1,-,WP_014476607.1,-,-,WP_041519246.1,-,Yes-NHEJ,3,1052588,1423,Bacillus subtilis subsp. subtilis RO-NN-1,Firmicutes,Firmicutes-Bacilli,4011949,14,44,Yes-NHEJ-lig-pol-same_prot
GCF_001514355.1_ASM151435v1,WP_059271750.1:11-197,"WP_049075969.1,lig:225-458;WP_059271748.1,pe:7-160|lig:222-522|pol:596-837",NA-plasmid,NZ_CP013923.1,0,1,-,WP_059271750.1,-,-,WP_059271748.1;WP_049075969.1,-,Yes-NHEJ,3,32002,32002,Achromobacter denitrificans strain USDA-ARS-USMARC-56712,Proteobacteria,Proteobacteria-Betaproteobacteria,6226215,3,68,Yes-NHEJ-all-same-prot
GCF_000319245.1_ASM31924v1,NA-Ku,NA-LigD,NA-plasmid,NC_019814.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1208923,233181,Candidatus Kinetoplastibacterium blastocrithidii (ex Angomonas deanei ATCC 30255),Proteobacteria,Proteobacteria-Betaproteobacteria,820037,3,33,No-LigD-domains
GCF_000093165.1_ASM9316v1,NA-Ku,NA-LigD,NC_013419.1,NC_013418.2,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,600809,367488,Blattabacterium sp. (Periplaneta americana) str. BPLAN plasmid pBPLAN,Bacteroidetes,Bacteroidetes-Flavobacteriia,636994,1,28,No-LigD-domains
GCF_000975175.1_ASM97517v1,WP_020907736.1:12-191,"WP_019745225.1,lig:26-324;WP_046379025.1,pe:302-440|lig:471-755|pol:16-260;WP_046380348.1,lig:11-318;WP_046379247.1,pol:15-265",NZ_CP011296.1@NZ_CP011297.1@NZ_CP011298.1,NZ_CP011295.1,3,1,-,WP_020907736.1,-,WP_046380348.1,WP_046379025.1;WP_046379247.1;WP_019745225.1,-,Yes-NHEJ,3,1833,1833,Rhodococcus erythropolis strain BG43 plasmid pRSLBG43,Actinobacteria,Actinobacteria-Corynebacteriales,6334075,5,62,Yes-NHEJ-all-same-prot
GCF_000829195.1_ASM82919v1,WP_041077020.1:9-190,"WP_041075606.1,lig:3-218|pol:318-556",NA-plasmid,NZ_AP013294.1,0,1,-,WP_041077020.1,-,-,WP_041075606.1,-,Yes-NHEJ,3,98228,98228,Bacillus sp. OxB-1 DNA,Firmicutes,Firmicutes-Bacilli,3594618,8,48,Yes-NHEJ-lig-pol-same_prot
GCF_000007325.1_ASM732v1,NA-Ku,NA-LigD,NA-plasmid,NC_003454.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,190304,851,Fusobacterium nucleatum subsp. nucleatum ATCC 25586 chromosome,Fusobacteria,Fusobacteria-Fusobacteriales,2174500,5,27,No-LigD-domains
GCF_000183405.1_ASM18340v1,NA-Ku,NA-LigD,NC_014749.1,NC_014758.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,768670,477976,Calditerrivibrio nitroreducens DSM 19672 plasmid pCALNI01,Deferribacteres,Deferribacteres-Deferribacterales,2157835,2,36,No-LigD-domains
GCF_001702455.1_ASM170245v1,NA-Ku,NA-LigD,NZ_CP016763.1@NZ_CP016764.1@NZ_CP016765.1,NZ_CP016762.1,3,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,546,546,Citrobacter freundii strain B38 plasmid pOZ182,Proteobacteria,Proteobacteria-Gammaproteobacteria,5134500,8,52,No-LigD-domains
GCF_000963645.1_ASM96364v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP011100.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,644,644,Aeromonas hydrophila strain AH10,Proteobacteria,Proteobacteria-Gammaproteobacteria,4908265,11,61,No-LigD-domains
GCF_000019145.1_ASM1914v1,WP_012285820.1:13-178,"WP_012285816.1,pe:8-175|lig:300-593|pol:633-872;WP_012288889.1,lig:220-475",NC_010335.1@NC_010333.1,NC_010338.1,2,1,-,WP_012285820.1,-,-,WP_012285816.1;WP_012288889.1,-,Yes-NHEJ,3,366602,366602,Caulobacter sp. K31 plasmid pCAUL02,Proteobacteria,Proteobacteria-Alphaproteobacteria,5477872,2,67,Yes-NHEJ-all-same-prot
GCF_000681515.1_ASM68151v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP007600.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1639,1639,Listeria monocytogenes strain CFSAN006122,Firmicutes,Firmicutes-Bacilli,2906670,6,38,No-LigD-domains
GCF_000788395.1_ASM78839v1,NA-Ku,"WP_052140940.1,lig:36-226",NA-plasmid,NZ_CP009888.1@NZ_CP009889.1,0,2,-,-,NA-Ku,-,WP_052140940.1,-,Lig-only,2,1348114,1348114,Pseudoalteromonas sp. OCN003 chromosome 2,Proteobacteria,Proteobacteria-Gammaproteobacteria,8013485,7,40,LigD-only-lig-no-pol
GCF_001042675.1_ASM104267v1,NA-Ku,NA-LigD,NA-plasmid,NZ_AP012333.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,864564,78258,Parascardovia denticolens DSM 10105 = JCM 12538 DNA,Actinobacteria,Actinobacteria-Bifidobacteriales,1890857,2,58,No-LigD-domains
GCF_001718955.1_ASM171895v1,WP_059908189.1:11-197,"WP_069236599.1,pe:7-173|lig:270-578|pol:673-915",NA-plasmid,NZ_CP013459.1@NZ_CP013461.1@NZ_CP013460.1,0,3,-,WP_059908189.1,-,-,WP_069236599.1,-,Yes-NHEJ,3,1503054,1503054,Burkholderia stagnalis strain MSMB735WGS chromosome 3,Proteobacteria,Proteobacteria-Betaproteobacteria,14288971,6,68,Yes-NHEJ-all-same-prot
GCF_000007605.1_ASM760v1,NA-Ku,NA-LigD,NC_004720.1,NC_003361.3,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,227941,83557,Chlamydophila caviae GPIC plasmid pCpGP1,Chlamydiae,Chlamydiae-Chlamydiales,1173390,1,39,No-LigD-domains
GCF_000623735.2_ASM62373v2,NA-Ku,NA-LigD,NA-plasmid,NZ_CP007286.2,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1412485,28901,Salmonella enterica subsp. enterica serovar Enteritidis str. SA19981522,Proteobacteria,Proteobacteria-Gammaproteobacteria,4685848,7,52,No-LigD-domains
GCF_000295655.1_ASM29565v1,NA-Ku,NA-LigD,NA-plasmid,NC_018609.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1228997,34085,Riemerella anatipestifer RA-CH-1,Bacteroidetes,Bacteroidetes-Flavobacteriia,2309519,3,35,No-LigD-domains
GCF_000265405.1_ASM26540v1,NA-Ku,"WP_014773426.1,lig:222-466",NA-plasmid,NC_018010.1,0,1,-,-,NA-Ku,-,WP_014773426.1,-,Lig-only,2,866536,232259,Belliella baltica DSM 15883,Bacteroidetes,Bacteroidetes-Cytophagia,4196595,4,37,LigD-only-lig-no-pol
GCF_000226275.1_ASM22627v1,NA-Ku,NA-LigD,NC_017172.1,NC_017171.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,497978,470,Acinetobacter baumannii MDR-ZJ06 plasmid pMDR-ZJ06,Proteobacteria,Proteobacteria-Gammaproteobacteria,3991133,6,39,No-LigD-domains
GCF_000021165.1_ASM2116v1,NA-Ku,NA-LigD,NC_011334.1,NC_011333.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,563041,210,Helicobacter pylori G27 plasmid pHPG27,Proteobacteria,Proteobacteria-Epsilonproteobacteria,1652982,2,39,No-LigD-domains
GCF_000600185.1_ASM60018v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP006825.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1382925,210,Helicobacter pylori oki673,Proteobacteria,Proteobacteria-Epsilonproteobacteria,1595058,2,39,No-LigD-domains
GCF_001901215.1_ASM190121v1,NA-Ku,NA-LigD,NZ_CP010222.1@NZ_CP010223.1@NZ_CP010224.1@NZ_CP010225.1,NZ_CP010221.1,4,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,562,562,Escherichia coli strain M19 plasmid D,Proteobacteria,Proteobacteria-Gammaproteobacteria,5102172,7,51,No-LigD-domains
GCF_000940845.1_ASM94084v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP010341.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,66712,1744,Propionibacterium freudenreichii subsp. freudenreichii strain DSM 20271,Actinobacteria,Actinobacteria-Propionibacteriales,2649166,2,67,No-LigD-domains
GCF_001549715.1_ASM154971v1,NA-Ku,NA-LigD,NA-plasmid,NZ_AP014710.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,210,210,Helicobacter pylori DNA,Proteobacteria,Proteobacteria-Epsilonproteobacteria,1629815,2,39,No-LigD-domains
GCF_001008165.2_ASM100816v2,WP_046904241.1:11-194,"WP_046905106.1,lig:219-471;WP_046904242.1,pe:11-165|lig:239-540|pol:557-801",NZ_CP011453.2,NZ_CP011452.2,1,1,-,WP_046904241.1,-,-,WP_046905106.1;WP_046904242.1,-,Yes-NHEJ,3,1267766,1267766,Altererythrobacter atlanticus strain 26DY36 plasmid,Proteobacteria,Proteobacteria-Alphaproteobacteria,3386291,2,62,Yes-NHEJ-all-same-prot
GCF_000961455.1_ASM96145v1,WP_003489964.1:10-196,"WP_015472370.1,lig:227-473;WP_015472106.1,pe:5-157|lig:229-526|pol:586-824",NZ_CP009032.1@NZ_CP009033.1,NZ_CP009034.1,2,1,-,WP_003489964.1,-,-,WP_015472106.1;WP_015472370.1,-,Yes-NHEJ,3,611301,346,Xanthomonas citri subsp. citri strain AW14 plasmid pXCAW58,Proteobacteria,Proteobacteria-Gammaproteobacteria,5321148,2,65,Yes-NHEJ-all-same-prot
GCF_001865495.1_ASM186549v1,NA-Ku,"WP_002791653.1,lig:76-230",NZ_CP017872.1,NZ_CP017871.1,1,1,-,-,NA-Ku,-,WP_002791653.1,-,Lig-only,2,195,195,Campylobacter coli strain BP3183 plasmid pCCDM183,Proteobacteria,Proteobacteria-Epsilonproteobacteria,1695360,2,31,LigD-only-lig-no-pol
GCF_000376645.1_ASM37664v1,NA-Ku,NA-LigD,NA-plasmid,NC_021082.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1316932,75985,Mannheimia haemolytica M42548,Proteobacteria,Proteobacteria-Gammaproteobacteria,2731870,6,41,No-LigD-domains
GCF_000024565.1_ASM2456v1,NA-Ku,NA-LigD,NC_013516.1,NC_013515.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,519441,34105,Streptobacillus moniliformis DSM 12112 plasmid pSMON01,Fusobacteria,Fusobacteria-Fusobacteriales,1662578,5,26,No-LigD-domains
GCF_001186415.1_ASM118641v1,WP_012436930.1:10-196,"WP_050911146.1,pe:5-157|lig:248-545|pol:720-963;WP_011036483.1,lig:227-467;WP_050911439.1,pe:5-157|lig:229-526|pol:565-801",NA-plasmid,NZ_CP012145.1,0,1,-,WP_012436930.1,-,-,WP_050911146.1;WP_050911439.1;WP_011036483.1,-,Yes-NHEJ,3,340,339,Xanthomonas campestris pv. campestris strain 32,Proteobacteria,Proteobacteria-Gammaproteobacteria,4911121,2,65,Yes-NHEJ-all-same-prot
GCF_000220945.1_ASM22094v1,WP_013227088.1:9-179;WP_013227029.1:11-176;WP_034286213.1:9-171,"WP_013227097.1,pe:6-133|lig:179-343;WP_014467071.1,pol:17-265;WP_013227028.1,lig:9-309;WP_013226331.1,pe:11-70;WP_013226451.1,pol:15-260;WP_013227027.1,pol:2-244;WP_013224524.1,pol:17-257;WP_013225997.1,lig:6-259;WP_013230081.1,pol:10-248;WP_013229798.1,lig:206-443;WP_013226036.1,pe:11-161|pol:256-485;WP_013224538.1,lig:15-307;WP_013225998.1,pol:14-258;WP_013225117.1,lig:30-339|pol:390-632",NA-plasmid,NC_017186.1,0,1,-,WP_034286213.1;WP_013227029.1;WP_013227088.1,-,-,WP_013224524.1;WP_013224538.1;WP_013225117.1;WP_013225997.1;WP_013225998.1;WP_013226036.1;WP_014467071.1;WP_013226331.1;WP_013226451.1;WP_013227027.1;WP_013227028.1;WP_013227097.1;WP_013229798.1;WP_013230081.1,-,Yes-NHEJ,3,713604,33910,Amycolatopsis mediterranei S699,Actinobacteria,Actinobacteria-Pseudonocardiales,10236779,4,71,Yes-NHEJ-all-diff-prot
GCF_000336465.1_ASM33646v1,WP_003234906.1:10-195,"WP_015371422.1,lig:233-434;WP_015372008.1,pe:276-433|lig:503-804|pol:837-1077",NA-plasmid,NC_020209.1,0,1,-,WP_003234906.1,-,-,WP_015371422.1;WP_015372008.1,-,Yes-NHEJ,3,1282356,200451,Pseudomonas poae RE*1-1-14,Proteobacteria,Proteobacteria-Gammaproteobacteria,5512241,5,61,Yes-NHEJ-all-same-prot
GCF_001562195.1_ASM156219v1,NA-Ku,"WP_062086020.1,lig:154-279;WP_061997988.1,lig:218-473",NA-plasmid,NZ_CP014322.1,0,1,-,-,NA-Ku,-,WP_062086020.1;WP_061997988.1,-,Lig-only,2,287094,287094,Alteromonas addita strain R10SW13,Proteobacteria,Proteobacteria-Gammaproteobacteria,4649146,5,44,LigD-only-lig-no-pol
GCF_000968195.1_ASM96819v1,NA-Ku,NA-LigD,NZ_FO704549.1,NZ_FO704550.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,351671,351671,Xenorhabdus doucetiae str. FRM16 plasmid XD_p,Proteobacteria,Proteobacteria-Gammaproteobacteria,4195202,7,46,No-LigD-domains
GCF_001697105.1_ASM169710v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP012391.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,487,487,Neisseria meningitidis strain DE8669,Proteobacteria,Proteobacteria-Betaproteobacteria,2230103,4,51,No-LigD-domains
GCF_000742855.1_ASM74285v1,NA-Ku,NA-LigD,NZ_CP007621.1@NZ_CP007622.1@NZ_CP007623.1@NZ_CP007624.1@NZ_CP007625.1,NZ_CP007626.1,5,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1405,1405,Bacillus mycoides strain 219298 plasmid,Firmicutes,Firmicutes-Bacilli,5228024,14,36,No-LigD-domains
GCF_000284015.1_ASM28401v1,WP_014375553.1:10-194;WP_014376849.1:9-189,"WP_051005195.1,lig:9-307;WP_014374034.1,lig:37-222;WP_014375012.1,pol:21-245;WP_014377010.1,pol:17-273;WP_014376632.1,lig:206-440;WP_041775790.1,lig:11-261;WP_041775775.1,pol:13-262",NA-plasmid,NC_016943.1,0,1,-,WP_014375553.1;WP_014376849.1,-,-,WP_014374034.1;WP_014375012.1;WP_014376632.1;WP_041775775.1;WP_051005195.1;WP_041775790.1;WP_014377010.1,-,Yes-NHEJ,3,1146883,138336,Blastococcus saxobsidens DD2 complete genome,Actinobacteria,Actinobacteria-Geodermatophilales,4875340,3,73,Yes-NHEJ-lig-pol-diff-prot
GCF_000023165.1_ASM2316v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP001621.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,436113,2102,Mycoplasma mycoides subsp. capri str. GM12 transgenic clone tetM-lacZ,Tenericutes,Tenericutes-Mollicutes,1089202,2,24,No-LigD-domains
GCF_000018525.1_ASM1852v1,NA-Ku,NA-LigD,NA-plasmid,NC_010103.1@NC_010104.1,0,2,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,483179,36855,Brucella canis ATCC 23365 chromosome II,Proteobacteria,Proteobacteria-Alphaproteobacteria,5418738,3,57,No-LigD-domains
GCF_001690135.1_ASM169013v1,NA-Ku,NA-LigD,NZ_CP016526.1@NZ_CP016527.1@NZ_CP016528.1@NZ_CP016529.1,NZ_CP016525.1,4,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,611,28901,Salmonella enterica subsp. enterica serovar Heidelberg strain 09-036813-1A plasmid p09-036813-1A_42,Proteobacteria,Proteobacteria-Gammaproteobacteria,4751375,7,52,No-LigD-domains
GCF_001874625.1_ASM187462v1,NA-Ku,NA-LigD,NZ_CP017672.1,NZ_CP017671.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,587,587,Providencia rettgeri strain RB151 plasmid unnamed,Proteobacteria,Proteobacteria-Gammaproteobacteria,4780676,7,40,No-LigD-domains
GCF_001654495.1_ASM165449v1,WP_064537638.1:9-188,"WP_064535266.1,pol:14-253;WP_064537196.1,lig:16-313;WP_064536291.1,lig:11-332;WP_064531160.1,pe:9-166;WP_064536293.1,pol:14-259;WP_064536083.1,pol:19-260;WP_064531443.1,lig:203-450",NA-plasmid,NZ_CP015849.1,0,1,-,WP_064537638.1,-,-,WP_064531160.1;WP_064537196.1;WP_064531443.1;WP_064535266.1;WP_064536083.1;WP_064536291.1;WP_064536293.1,-,Yes-NHEJ,3,1849967,1849967,Streptomyces sp. SAT1,Actinobacteria,Actinobacteria-Streptomycetales,7472530,6,73,Yes-NHEJ-all-diff-prot
GCF_000283515.1_ASM28351v1,WP_014074758.1:11-175,"WP_014075433.1,lig:225-472;WP_014075363.1,lig:16-319;WP_014074756.1,pe:9-163|lig:242-538|pol:552-796",NC_015974.1,NC_015976.1,1,1,-,WP_014074758.1,-,-,WP_014074756.1;WP_014075363.1;WP_014075433.1,-,Yes-NHEJ,3,627192,627192,Sphingobium sp. SYK-6 plasmid DNA,Proteobacteria,Proteobacteria-Alphaproteobacteria,4199332,2,66,Yes-NHEJ-all-same-prot
GCF_000270025.1_ASM27002v1,NA-Ku,NA-LigD,NC_017369.1,NC_017365.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,866345,210,Helicobacter pylori F30 plasmid pHPF30 DNA,Proteobacteria,Proteobacteria-Epsilonproteobacteria,1570564,2,39,No-LigD-domains
GCF_001686525.1_ASM168652v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP015766.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,520,520,Bordetella pertussis strain VA-15,Proteobacteria,Proteobacteria-Betaproteobacteria,4120993,4,68,No-LigD-domains
GCF_000439775.1_ASM43977v1,NA-Ku,NA-LigD,NA-plasmid,NC_021880.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1173064,948,Anaplasma phagocytophilum str. JM,Proteobacteria,Proteobacteria-Alphaproteobacteria,1481598,1,42,No-LigD-domains
GCF_001689125.1_ASM168912v1,WP_065541265.1:8-187,"WP_065541264.1,lig:25-307",NA-plasmid,NZ_CP015405.1,0,1,-,WP_065541265.1,-,-,WP_065541264.1,-,Yes-NHEJ,3,1796616,1796616,Blautia sp. YL58,Firmicutes,Firmicutes-Clostridia,5128792,5,46,Yes-NHEJ-lig-no-pol
GCF_000974835.2_ASM97483v2,WP_035975907.1:10-196,"WP_035975904.1,pe:8-180|lig:230-543|pol:625-867",NA-plasmid,NZ_CP011301.1,0,1,-,WP_035975907.1,-,-,WP_035975904.1,-,Yes-NHEJ,3,292,292,Burkholderia cepacia strain LO6,Proteobacteria,Proteobacteria-Betaproteobacteria,6419376,5,67,Yes-NHEJ-all-same-prot
GCF_000016005.1_ASM1600v1,WP_011856970.1:9-192,"WP_011857505.1,pol:11-251;WP_011559199.1,lig:208-478;WP_011854370.1,pol:22-268;WP_011857307.1,lig:4-284;WP_049771857.1,lig:6-248;WP_011857306.1,pol:15-262;WP_011856962.1,pe:296-437|lig:466-755|pol:8-256",NA-plasmid,NC_009077.1,0,1,-,WP_011856970.1,-,-,WP_011854370.1;WP_011559199.1;WP_011856962.1;WP_011857306.1;WP_011857307.1;WP_049771857.1;WP_011857505.1,-,Yes-NHEJ,3,164757,164757,Mycobacterium sp. JLS,Actinobacteria,Actinobacteria-Corynebacteriales,6048425,2,68,Yes-NHEJ-all-same-prot
GCF_001679725.1_ASM167972v1,WP_066595047.1:9-183,"WP_066594805.1,lig:9-326;WP_066594562.1,pol:18-262;WP_066594777.1,pol:20-263;WP_066599411.1,pe:317-427|lig:517-834|pol:8-244",NZ_CP016283.1@NZ_CP016284.1,NZ_CP016282.1,2,1,-,WP_066595047.1,-,-,WP_066594562.1;WP_066594777.1;WP_066594805.1;WP_066599411.1,-,Yes-NHEJ,3,670052,670052,Cryobacterium arcticum strain PAMC 27867 plasmid pP27867_2,Actinobacteria,Actinobacteria-Micrococcales,4174501,3,69,Yes-NHEJ-all-same-prot
GCF_000162235.2_ASM16223v2,NA-Ku,NA-LigD,NA-plasmid,NC_022196.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,469604,851,Fusobacterium nucleatum subsp. vincentii 3_1_36A2,Fusobacteria,Fusobacteria-Fusobacteriales,2268272,5,27,No-LigD-domains
GCF_000830945.1_ASM83094v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP006974.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1434770,83560,Chlamydia muridarum str. Nigg3 CMUT3-5 strain Nigg,Chlamydiae,Chlamydiae-Chlamydiales,1072951,2,40,No-LigD-domains
GCF_000298415.1_ASM29841v1,NA-Ku,NA-LigD,NA-plasmid,NC_018620.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1218353,83554,Chlamydia psittaci GR9,Chlamydiae,Chlamydiae-Chlamydiales,1147152,1,39,No-LigD-domains
GCF_001750705.1_ASM175070v1,WP_003123486.1:10-195,"WP_023082931.1,pe:9-162|lig:219-521|pol:549-792",NA-plasmid,NZ_CP017353.1,0,1,-,WP_003123486.1,-,-,WP_023082931.1,-,Yes-NHEJ,3,287,287,Pseudomonas aeruginosa strain FA-HZ1,Proteobacteria,Proteobacteria-Gammaproteobacteria,6866790,4,66,Yes-NHEJ-all-same-prot
GCF_001441205.1_ASM144120v1,NA-Ku,NA-LigD,NZ_CP012922.1@NZ_CP012923.1,NZ_CP012921.1,2,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,611,28901,Salmonella enterica subsp. enterica serovar Heidelberg strain SA02DT10168701 plasmid pSA02DT10168701_99,Proteobacteria,Proteobacteria-Gammaproteobacteria,4751447,7,52,No-LigD-domains
GCF_000212335.1_ASM21233v1,NA-Ku,NA-LigD,NC_015498.1,NC_015497.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,983545,983545,Glaciecola sp. 4H-3-7+YE-5 plasmid pGLAAG01,Proteobacteria,Proteobacteria-Gammaproteobacteria,5052309,5,44,No-LigD-domains
GCF_000017905.1_ASM1790v1,NA-Ku,"WP_002866837.1,lig:106-229",NA-plasmid,NC_009839.1,0,1,-,-,NA-Ku,-,WP_002866837.1,-,Lig-only,2,407148,197,Campylobacter jejuni subsp. jejuni 81116,Proteobacteria,Proteobacteria-Epsilonproteobacteria,1628115,3,31,LigD-only-lig-no-pol
GCF_000755885.1_ASM75588v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP008723.1@NZ_CP008722.1,0,2,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,13373,13373,Burkholderia mallei strain BMQ chromosome 2,Proteobacteria,Proteobacteria-Betaproteobacteria,9163556,3,68,No-LigD-domains
GCF_001586165.1_ASM158616v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP014608.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,82983,82983,Obesumbacterium proteus strain DSM 2777,Proteobacteria,Proteobacteria-Gammaproteobacteria,5011796,8,49,No-LigD-domains
GCF_001047715.1_ASM104771v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP012021.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1639,1639,Listeria monocytogenes strain CFSAN023463,Firmicutes,Firmicutes-Bacilli,2939733,6,38,No-LigD-domains
GCF_001908725.1_ASM190872v1,WP_005998069.1:10-196,"WP_005991994.1,lig:227-468;WP_005989732.1,pe:5-157|lig:229-526|pol:574-810;WP_005998070.1,lig:39-336|pol:419-662",NZ_CP018726.1@NZ_CP018727.1,NZ_CP018725.1,2,1,-,WP_005998069.1,-,-,WP_005989732.1;WP_005998070.1;WP_005991994.1,-,Yes-NHEJ,3,925775,56460,Xanthomonas vesicatoria ATCC 35937 strain LMG 911 plasmid pLMG911.2,Proteobacteria,Proteobacteria-Gammaproteobacteria,5110163,2,64,Yes-NHEJ-all-same-prot
GCF_000807395.2_ASM80739v3,NA-Ku,NA-LigD,NZ_CP010574.1@NZ_CP010575.1@NZ_CP010576.1,NZ_CP010361.1,3,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,573,573,Klebsiella pneumoniae strain 32192 plasmid sequence,Proteobacteria,Proteobacteria-Gammaproteobacteria,5344430,9,57,No-LigD-domains
GCF_001718395.1_ASM171839v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP013375.1@NZ_CP013376.1,0,2,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,292,292,Burkholderia cepacia strain INT3-BP177 chromosome 2,Proteobacteria,Proteobacteria-Betaproteobacteria,11065839,5,67,No-LigD-domains
GCF_000770495.1_ASM77049v1,NA-Ku,"WP_038766382.1,pe:65-207|lig:638-722|pol:860-1102",NA-plasmid,NZ_CP009161.1@NZ_CP009160.1,0,2,-,-,NA-Ku,-,WP_038766382.1,-,Lig-only,2,1435365,28450,Burkholderia pseudomallei TSV 48 chromosome 2,Proteobacteria,Proteobacteria-Betaproteobacteria,11448063,4,68,LigD-only-all-same-prot
GCF_001296165.1_ASM129616v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP012716.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1307428,851,Fusobacterium nucleatum subsp. nucleatum ChDC F316 strain KCOM 1322,Fusobacteria,Fusobacteria-Fusobacteriales,2227266,4,27,No-LigD-domains
GCF_000486405.2_ASM48640v2,NA-Ku,NA-LigD,NA-plasmid,NZ_CP007505.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1003191,28901,Salmonella enterica subsp. enterica serovar Tennessee str. TXSC_TXSC08-19,Proteobacteria,Proteobacteria-Gammaproteobacteria,4864410,7,52,No-LigD-domains
GCF_001612555.1_ASM161255v1,NA-Ku,NA-LigD,NZ_CP015111.1@NZ_CP015112.1,NZ_CP015110.1,2,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1407071,1407071,Acinetobacter sp. TGL-Y2 plasmid unnamed2,Proteobacteria,Proteobacteria-Gammaproteobacteria,3383728,7,40,No-LigD-domains
GCF_001515765.1_ASM151576v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP012012.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,46170,1280,Staphylococcus aureus subsp. aureus strain HC1335,Firmicutes,Firmicutes-Bacilli,2976370,4,33,No-LigD-domains
