From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Proteomes
A0A6S7EYF2	A0A6S7EYF2	unreviewed	A0A6S7EYF2_9BURK	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA LMG6000_01598	Achromobacter insolitus	481	UP000494183: Unassembled WGS sequence
A0A6S7F2A1	A0A6S7F2A1	unreviewed	A0A6S7F2A1_9BURK	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA LMG26858_06132	Achromobacter anxifer	481	UP000494117: Unassembled WGS sequence
A0A6T9Y4M9	A0A6T9Y4M9	unreviewed	A0A6T9Y4M9_ALTMA	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	ALFOR1_70198	Alteromonas macleodii (Pseudoalteromonas macleodii)	484	UP000509458: Chromosome
A0A6V7CMX4	A0A6V7CMX4	unreviewed	A0A6V7CMX4_9XANT	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA_1 CFBP8129_14820	Xanthomonas hortorum pv. gardneri	487	
A0A6V7CXI7	A0A6V7CXI7	unreviewed	A0A6V7CXI7_9XANT	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA CFBP7900_15450	Xanthomonas hortorum pv. carotae	487	UP000587508: Unassembled WGS sequence
A0A6V7DU32	A0A6V7DU32	unreviewed	A0A6V7DU32_9XANT	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA CFBP2533_27520 E1J24_06525	Xanthomonas hortorum pv. pelargonii	487	UP000548771: Unassembled WGS sequence
A0A6V7EU43	A0A6V7EU43	unreviewed	A0A6V7EU43_9XANT	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA_2 CFBP498_39460 R4K57_01740	Xanthomonas hortorum pv. vitians	487	UP000515406: Chromosome; UP001187425: Unassembled WGS sequence
A0A6V8KB43	A0A6V8KB43	unreviewed	A0A6V8KB43_9ACTN	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	Phou_048100	Phytohabitans houttuyneae	484	UP000482800: Unassembled WGS sequence
A0A6V8L241	A0A6V8L241	unreviewed	A0A6V8L241_9ACTN	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	Prum_049950	Phytohabitans rumicis	501	UP000482960: Unassembled WGS sequence
A0A6V8L3S6	A0A6V8L3S6	unreviewed	A0A6V8L3S6_9ACTN	DNA-3-methyladenine glycosylase	alkA Prum_055540	Phytohabitans rumicis	433	UP000482960: Unassembled WGS sequence
A0A6V8MQM3	A0A6V8MQM3	unreviewed	A0A6V8MQM3_9BACT	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	GMST_42240	Geomonas silvestris	491	UP000556026: Unassembled WGS sequence
A0A6V8N152	A0A6V8N152	unreviewed	A0A6V8N152_9BACT	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	GMPD_40500	Geomonas paludis	487	UP000568888: Unassembled WGS sequence
A0A6V8N9P6	A0A6V8N9P6	unreviewed	A0A6V8N9P6_9BACT	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	GMLC_28400	Geomonas limicola	491	UP000587586: Unassembled WGS sequence
A0A6V9XLJ0	A0A6V9XLJ0	unreviewed	A0A6V9XLJ0_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GDM61_06195	Salmonella enterica subsp. enterica serovar Decatur	289	
A0A6W0LW22	A0A6W0LW22	unreviewed	A0A6W0LW22_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GDM47_00635	Salmonella enterica subsp. enterica serovar Duisburg	289	
A0A6W0P051	A0A6W0P051	unreviewed	A0A6W0P051_SALRU	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GDL93_16095	Salmonella enterica subsp. enterica serovar Rubislaw str. ATCC 10717	289	
A0A6X7X8B6	A0A6X7X8B6	unreviewed	A0A6X7X8B6_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GBY27_03480	Salmonella enterica I	289	
A0A6X9IJW4	A0A6X9IJW4	unreviewed	A0A6X9IJW4_SALEN	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	GJE85_07130	Salmonella enteritidis	289	
A0A6Y0YNF8	A0A6Y0YNF8	unreviewed	A0A6Y0YNF8_SALEB	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GJE34_09515	Salmonella paratyphi B (Salmonella enterica subsp. enterica serovar Paratyphi B)	289	
A0A6Y2SWC5	A0A6Y2SWC5	unreviewed	A0A6Y2SWC5_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GBW64_13990 GBZ60_13995	Salmonella enterica I	289	
A0A6Y4F856	A0A6Y4F856	unreviewed	A0A6Y4F856_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GB140_01700 GB387_08960	Salmonella enterica I	289	
A0A6Y5XXD9	A0A6Y5XXD9	unreviewed	A0A6Y5XXD9_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	GYI61_00455	Salmonella enterica (Salmonella choleraesuis)	277	
A0A701C6D6	A0A701C6D6	unreviewed	A0A701C6D6_SALTM	DNA-3-methyladenine glycosylase 2 (EC 3.2.2.21)	G0A60_17280	Salmonella typhimurium	182	
A0A701K623	A0A701K623	unreviewed	A0A701K623_SALTM	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G0A85_01855 G0A99_01850 GNB92_000358	Salmonella typhimurium	289	
A0A701QSY7	A0A701QSY7	unreviewed	A0A701QSY7_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	G0B15_09735	Salmonella enterica subsp. salamae serovar 58:a:-	289	
A0A701SC64	A0A701SC64	unreviewed	A0A701SC64_SALMU	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	G0B31_05925	Salmonella muenchen	289	
A0A701UH35	A0A701UH35	unreviewed	A0A701UH35_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	G0C45_16645	Salmonella enterica subsp. salamae serovar 47:b:1,5	289	
A0A701UX49	A0A701UX49	unreviewed	A0A701UX49_SALHO	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	G0B32_09910	Salmonella enterica subsp. houtenae serovar 45:g,z51:-	289	
A0A701VDV6	A0A701VDV6	unreviewed	A0A701VDV6_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G0B47_09400 GND67_001844	Salmonella enterica subsp. salamae serovar 48:d:z6	289	
A0A701YZN4	A0A701YZN4	unreviewed	A0A701YZN4_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	G0B48_18880	Salmonella enterica (Salmonella choleraesuis)	289	
A0A702B4X8	A0A702B4X8	unreviewed	A0A702B4X8_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	G0D12_04975	Salmonella enterica subsp. enterica serovar Eastbourne	289	
A0A702BU80	A0A702BU80	unreviewed	A0A702BU80_SALBN	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	G0D16_15545	Salmonella bongori serovar 44:r:-	289	
A0A702EWQ7	A0A702EWQ7	unreviewed	A0A702EWQ7_SALTM	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G0B96_09820 G4Q59_003264	Salmonella typhimurium	289	
A0A702L5E0	A0A702L5E0	unreviewed	A0A702L5E0_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G0D74_06595	Salmonella enterica subsp. salamae	289	
A0A702M0W6	A0A702M0W6	unreviewed	A0A702M0W6_SALHO	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G0D66_17735	Salmonella houtenae	289	
A0A703PA43	A0A703PA43	unreviewed	A0A703PA43_SALER	DNA-3-methyladenine glycosylase 2 (EC 3.2.2.21)	G0F05_24265	Salmonella enterica (Salmonella choleraesuis)	153	
A0A703ULV2	A0A703ULV2	unreviewed	A0A703ULV2_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G0E43_12955	Salmonella enterica (Salmonella choleraesuis)	233	
A0A703XHG2	A0A703XHG2	unreviewed	A0A703XHG2_SALER	DNA-3-methyladenine glycosylase 2 (EC 3.2.2.21)	G0E43_17050	Salmonella enterica (Salmonella choleraesuis)	39	
A0A704CTR2	A0A704CTR2	unreviewed	A0A704CTR2_SALER	DNA-3-methyladenine glycosylase 2 (EC 3.2.2.21)	G0E40_09235	Salmonella enterica (Salmonella choleraesuis)	108	
A0A707FJV5	A0A707FJV5	unreviewed	A0A707FJV5_SALTM	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	G0K84_10435	Salmonella typhimurium	289	
A0A708CNT6	A0A708CNT6	unreviewed	A0A708CNT6_SALTM	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G0M10_06505	Salmonella typhimurium	289	
A0A708P9K3	A0A708P9K3	unreviewed	A0A708P9K3_SALTM	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G0B28_02745 G0L85_03810 G0M40_01145 G0M51_04045 G1R52_03905	Salmonella typhimurium	289	
A0A710KD01	A0A710KD01	unreviewed	A0A710KD01_SALTM	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G0P73_06030	Salmonella typhimurium	289	
A0A711S4I7	A0A711S4I7	unreviewed	A0A711S4I7_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	G1G60_03455 G1G62_06350 G1G82_06355 G1G84_03455 G1H00_03495 G1H39_03455 G1H87_06255	Salmonella enterica I	289	
A0A716LVJ6	A0A716LVJ6	unreviewed	A0A716LVJ6_SALTI	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	G1T63_01470 G1V16_01020	Salmonella enterica subsp. enterica serovar Typhi str. CT18	289	
A0A716ZHJ6	A0A716ZHJ6	unreviewed	A0A716ZHJ6_SALTI	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	G1V58_01790 GYJ61_01890	Salmonella enterica subsp. enterica serovar Typhi str. CT18	289	
A0A718PSP0	A0A718PSP0	unreviewed	A0A718PSP0_SALTS	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	G1W59_02935 G1W72_01890 G1W73_02935 G1W84_01890 G1W85_01890 G1X00_01790 G1X11_01790 G1X12_01790 G1X18_01790 G1X31_01790 G1X46_01790 G1X98_01890	Salmonella typhimurium (strain SL1344)	289	
A0A718RVZ2	A0A718RVZ2	unreviewed	A0A718RVZ2_SALTS	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	G1X19_16565	Salmonella typhimurium (strain SL1344)	289	
A0A718V9G6	A0A718V9G6	unreviewed	A0A718V9G6_SALTS	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	G1X41_06025	Salmonella typhimurium (strain SL1344)	289	
A0A718WSY2	A0A718WSY2	unreviewed	A0A718WSY2_SALTS	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	G1W55_06720 G1W57_06355 G1W66_06720 G1W69_06715 G1W71_06715 G1W74_06360 G1X06_03885 G1X27_08975 G1X35_04095 G1X54_06720 G1X75_06715 G1X77_06720	Salmonella typhimurium (strain SL1344)	289	
A0A718X7A6	A0A718X7A6	unreviewed	A0A718X7A6_SALTS	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	G1W99_11370	Salmonella typhimurium (strain SL1344)	227	
A0A718YFP1	A0A718YFP1	unreviewed	A0A718YFP1_SALTS	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	G1X15_06250	Salmonella typhimurium (strain SL1344)	289	
A0A719YDI8	A0A719YDI8	unreviewed	A0A719YDI8_SALTI	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	G1001_01890 G1Y05_01890 G1Y06_01890 G1Y07_01890 G1Y09_01890 G1Y10_01885 G1Y12_01890 G1Y20_01890 G1Y21_08945 G1Y22_01890 G1Y24_01890 G1Y25_01890 G1Y28_01890 G1Y29_01890 G1Y30_01890 G1Y34_01790 G1Y35_01890 G1Y39_00825 G1Y47_01890 G1Y48_02720 G1Y52_01890 G1Y53_01790 G1Y55_01890 G1Y60_01900 G1Y64_01890 G1Y66_01890 G1Y68_01890 G1Y73_01890 G1Y77_01890 G1Y78_01890 G1Y79_01900 G1Y82_19285 G1Y84_01890 G1Y85_01890 G1Y86_01890 G1Y90_01790 G1Y92_01890 G1Y97_01890 G1Y99_01890 G1Z02_01890 G1Z03_01890 G1Z06_01890 G1Z07_01900 G1Z08_01890 G1Z11_01885 G1Z12_01890 G1Z13_00825 G1Z14_00825 G1Z16_01790 G1Z17_01890 G1Z22_01890 G1Z28_01890 G1Z31_01890 G1Z33_01890 G1Z34_00825 G1Z35_01890 G1Z36_01890 G1Z37_01890 G1Z39_02680 G1Z45_01790 G1Z47_01890 G1Z49_01890 G1Z51_01890 G1Z52_01890 G1Z53_01890 G1Z54_01900 G1Z55_01890 G1Z56_01890 G1Z59_01890 G1Z62_01890 G1Z63_01890 G1Z64_01890 G1Z65_01900 G1Z73_01890 G1Z75_01890 G1Z77_01890 G1Z83_01890 G1Z84_01890 G1Z85_01890 G1Z87_01890 G1Z92_01890 G1Z94_01890 G1Z96_01890 G1Z99_01890 GYJ72_01790	Salmonella enterica subsp. enterica serovar Typhi str. 404ty	289	
A0A719ZGA9	A0A719ZGA9	unreviewed	A0A719ZGA9_SALTI	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	G1Y63_15370 G1Y70_15370	Salmonella enterica subsp. enterica serovar Typhi str. 404ty	289	
A0A720D2W9	A0A720D2W9	unreviewed	A0A720D2W9_SALTI	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	G1Y38_01470 G1Y40_01470 G1Y42_01820 G1Y44_01790 G1Y51_01790 G1Y98_01735	Salmonella enterica subsp. enterica serovar Typhi str. 404ty	289	
A0A724IVK6	A0A724IVK6	unreviewed	A0A724IVK6_SALEP	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	G2712_08560	Salmonella enteritidis PT4 (strain P125109)	289	
A0A725G7G3	A0A725G7G3	unreviewed	A0A725G7G3_SALEP	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	G2816_03110 G2853_01825	Salmonella enteritidis PT4 (strain P125109)	289	
A0A726SWF3	A0A726SWF3	unreviewed	A0A726SWF3_SALTM	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G2951_14230	Salmonella typhimurium	289	
A0A727BG02	A0A727BG02	unreviewed	A0A727BG02_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G3V02_001153	Salmonella enterica subsp. enterica serovar Ank	289	
A0A727MPK5	A0A727MPK5	unreviewed	A0A727MPK5_SALTM	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GND07_002742	Salmonella typhimurium	289	
A0A727TK71	A0A727TK71	unreviewed	A0A727TK71_SALHO	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G3246_003344	Salmonella enterica subsp. houtenae serovar 48:g,z51:-	289	
A0A729IR51	A0A729IR51	unreviewed	A0A729IR51_SALHO	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G3451_003512	Salmonella enterica subsp. houtenae serovar 48:z4,z32:-	289	
A0A729K9N0	A0A729K9N0	unreviewed	A0A729K9N0_SALHO	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G3430_001288	Salmonella enterica subsp. houtenae serovar 18:z36,z38:-	289	
A0A729QJZ1	A0A729QJZ1	unreviewed	A0A729QJZ1_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G3449_003172	Salmonella enterica subsp. enterica serovar Kouka	289	
A0A730IBU9	A0A730IBU9	unreviewed	A0A730IBU9_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G4A10_003517 G4P34_004256	Salmonella enterica subsp. enterica serovar Rough O:-:-	289	
A0A730JZW4	A0A730JZW4	unreviewed	A0A730JZW4_SALHO	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GND52_002353	Salmonella enterica subsp. houtenae serovar Houten	289	
A0A730Y7E2	A0A730Y7E2	unreviewed	A0A730Y7E2_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G4B38_003769	Salmonella enterica subsp. enterica serovar Rough O:-:-	289	
A0A730ZNM7	A0A730ZNM7	unreviewed	A0A730ZNM7_SALHO	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GND90_002829	Salmonella enterica subsp. houtenae serovar 1,40:z4,z32:-	289	
A0A731GT44	A0A731GT44	unreviewed	A0A731GT44_SALON	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA DOB34_14050 G4A88_003356	Salmonella oranienberg	289	
A0A731RAM9	A0A731RAM9	unreviewed	A0A731RAM9_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G4D29_002662	Salmonella enterica subsp. salamae serovar 42:r:-	289	
A0A731UWM1	A0A731UWM1	unreviewed	A0A731UWM1_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G4H16_001547	Salmonella enterica subsp. enterica serovar London	289	
A0A731Y171	A0A731Y171	unreviewed	A0A731Y171_SALEE	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GND13_003748	Salmonella enterica subsp. VII serovar 40:z4,z24:[z39]	289	
A0A732CQU0	A0A732CQU0	unreviewed	A0A732CQU0_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GNC68_002722	Salmonella enterica subsp. salamae serovar 18:z10:z6	289	
A0A734CB71	A0A734CB71	unreviewed	A0A734CB71_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G4I95_001743	Salmonella enterica subsp. enterica serovar Lattenkamp	289	
A0A734HYF8	A0A734HYF8	unreviewed	A0A734HYF8_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G4J24_003422	Salmonella enterica subsp. salamae serovar 58:l,z13,z28:z6	289	
A0A735B0E9	A0A735B0E9	unreviewed	A0A735B0E9_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G4K99_003065	Salmonella enterica subsp. enterica serovar Rough O:-:-	289	
A0A735HIB8	A0A735HIB8	unreviewed	A0A735HIB8_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G4L34_002714	Salmonella enterica subsp. salamae serovar 47:b:1,5	289	
A0A735MZ46	A0A735MZ46	unreviewed	A0A735MZ46_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GNB68_002213 GNC51_001698	Salmonella enterica subsp. enterica serovar Panama	289	
A0A735N0L2	A0A735N0L2	unreviewed	A0A735N0L2_SALTP	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GND37_001530	Salmonella typhisuis	289	
A0A735P4P4	A0A735P4P4	unreviewed	A0A735P4P4_SALHO	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GND47_001932	Salmonella enterica subsp. houtenae serovar 16:z4,z32:-	289	
A0A735Q0Q8	A0A735Q0Q8	unreviewed	A0A735Q0Q8_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GNC10_003247	Salmonella enterica subsp. salamae serovar 42:z:1,5	289	
A0A735REQ7	A0A735REQ7	unreviewed	A0A735REQ7_SALDZ	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA DOE59_17475 GND69_000754	Salmonella enterica subsp. diarizonae serovar 48:i:z	289	UP000252003: Chromosome
A0A736E2W5	A0A736E2W5	unreviewed	A0A736E2W5_SALTM	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GNA59_000410	Salmonella typhimurium	289	
A0A736TJ34	A0A736TJ34	unreviewed	A0A736TJ34_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GNB81_003178	Salmonella enterica subsp. enterica serovar Choleraesuis	289	
A0A736VI29	A0A736VI29	unreviewed	A0A736VI29_SALHO	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GNB58_000432	Salmonella enterica subsp. houtenae serovar 45:g,z51:-	289	
A0A737B867	A0A737B867	unreviewed	A0A737B867_SALNE	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GNA70_001935	Salmonella newport	289	
A0A737DEY7	A0A737DEY7	unreviewed	A0A737DEY7_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G4P96_001027	Salmonella enterica subsp. enterica serovar Kentucky	289	
A0A737ERU3	A0A737ERU3	unreviewed	A0A737ERU3_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GNC09_002436	Salmonella enterica subsp. indica serovar 45:a:e,n,x	289	
A0A737F2W0	A0A737F2W0	unreviewed	A0A737F2W0_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G4Q37_002242	Salmonella enterica subsp. arizonae serovar 18:z4,z32:-	289	
A0A737H3D2	A0A737H3D2	unreviewed	A0A737H3D2_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GND11_001099	Salmonella enterica subsp. salamae serovar 42:f,g,t:--	289	
A0A737HY90	A0A737HY90	unreviewed	A0A737HY90_SALHO	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G4Y63_002908	Salmonella enterica subsp. houtenae serovar 44:z36[z38]:-	289	
A0A737IMW6	A0A737IMW6	unreviewed	A0A737IMW6_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GNC58_001445	Salmonella enterica subsp. salamae serovar 42:b:1,5	289	
A0A737JXS6	A0A737JXS6	unreviewed	A0A737JXS6_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GNB42_002886 GNB54_002588	Salmonella enterica subsp. enterica serovar Paratyphi C	289	
A0A737NR99	A0A737NR99	unreviewed	A0A737NR99_SALHO	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GND53_001407	Salmonella enterica subsp. houtenae serovar 44:z4,z24:-	289	
A0A737SHS2	A0A737SHS2	unreviewed	A0A737SHS2_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GNC47_003079 GND17_003173 GND55_002932	Salmonella enterica subsp. salamae serovar 58:d:z6	289	
A0A737U5B5	A0A737U5B5	unreviewed	A0A737U5B5_SALEB	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GNB43_003055	Salmonella paratyphi B (Salmonella enterica subsp. enterica serovar Paratyphi B)	289	
A0A737VE06	A0A737VE06	unreviewed	A0A737VE06_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GND38_001044	Salmonella enterica subsp. enterica serovar Sendai	289	
A0A738AGX4	A0A738AGX4	unreviewed	A0A738AGX4_SALAE	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA AA322_21860 G4W92_001662	Salmonella abortus-equi	289	
A0A738CR42	A0A738CR42	unreviewed	A0A738CR42_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G4W81_003940	Salmonella enterica subsp. salamae serovar 30:1,z28:z6	289	
A0A738E1C1	A0A738E1C1	unreviewed	A0A738E1C1_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G4W83_000124	Salmonella enterica subsp. enterica serovar Abortusovis	260	
A0A738XDI3	A0A738XDI3	unreviewed	A0A738XDI3_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G4Y52_003244	Salmonella enterica subsp. arizonae serovar 48:z4,z24:-	289	
A0A740VGU0	A0A740VGU0	unreviewed	A0A740VGU0_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GNB59_002613	Salmonella enterica subsp. enterica serovar 6,7:c:1,5	289	
A0A741SME9	A0A741SME9	unreviewed	A0A741SME9_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G9G42_003983	Salmonella enterica subsp. arizonae serovar 41:z4,z23:-	289	
A0A742N7E9	A0A742N7E9	unreviewed	A0A742N7E9_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G8L45_001125 G8L56_003712 G9E96_002726	Salmonella enterica (Salmonella choleraesuis)	289	
A0A742Q1S3	A0A742Q1S3	unreviewed	A0A742Q1S3_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G8N48_001892	Salmonella enterica (Salmonella choleraesuis)	289	
A0A742R201	A0A742R201	unreviewed	A0A742R201_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G5T58_000111 G8M43_001050 G8N81_000112 G8O36_003097 G8R26_000111	Salmonella enterica (Salmonella choleraesuis)	289	
A0A742ZTS4	A0A742ZTS4	unreviewed	A0A742ZTS4_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G8L78_003694 G9E68_003799	Salmonella enterica (Salmonella choleraesuis)	289	
A0A743CBQ0	A0A743CBQ0	unreviewed	A0A743CBQ0_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G8N84_000151 G9B33_002704	Salmonella enterica (Salmonella choleraesuis)	289	
A0A743YGX7	A0A743YGX7	unreviewed	A0A743YGX7_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G9F21_003265	Salmonella enterica (Salmonella choleraesuis)	289	
A0A744B5G8	A0A744B5G8	unreviewed	A0A744B5G8_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G8M51_003633	Salmonella enterica (Salmonella choleraesuis)	289	
A0A744GMY8	A0A744GMY8	unreviewed	A0A744GMY8_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G8N90_003615 G8N96_003577	Salmonella enterica (Salmonella choleraesuis)	288	
A0A744JLV4	A0A744JLV4	unreviewed	A0A744JLV4_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G8L67_001739 G8O06_004176	Salmonella enterica (Salmonella choleraesuis)	289	
A0A744Q8F3	A0A744Q8F3	unreviewed	A0A744Q8F3_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G8555_003496 G8N62_003289 G8O60_000789 G8Z49_003225 G9F04_003236	Salmonella enterica (Salmonella choleraesuis)	289	
A0A744QN91	A0A744QN91	unreviewed	A0A744QN91_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G8B54_002395 G8N45_000122 G8N59_000122 G8N66_000122 G8N89_000122 G8O02_000802 G9E84_000122	Salmonella enterica (Salmonella choleraesuis)	289	
A0A744S2C0	A0A744S2C0	unreviewed	A0A744S2C0_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G8M10_003626	Salmonella enterica (Salmonella choleraesuis)	256	
A0A744UP25	A0A744UP25	unreviewed	A0A744UP25_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G8K68_001382 G8S61_002710	Salmonella enterica (Salmonella choleraesuis)	289	
A0A745GMJ8	A0A745GMJ8	unreviewed	A0A745GMJ8_SALTI	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G6Z97_003302 G7104_002828 G7106_003308 G7109_002667 G7112_002697 G7113_002437 G7114_002365 G7122_001373 G7123_002071 G7124_002077 G7125_003306 G7129_001980 G7130_002614 G7131_003170 G7132_003267 G7134_002611 G7136_002430 G7138_003032 G7161_003453 G7162_003349 G7163_003171 G7166_002091 G7169_003283 G7877_002336 G7880_003508 G7885_002716 G7889_003464 G7899_003131 G7906_002102 G7908_003250 G7913_003198 G7915_002674 G7919_003729 G7922_003240 G7Z58_002178 G7Z60_002517 G7Z65_003134 G8967_003525 G8969_002505 G8970_002372 G8976_002251	Salmonella typhi	289	
